"Covariate","Top 100 Companies","T_Value","P_Value","Significance","Industry_Concentration","N_Sample","N_Top100"
"Food.Code150:Is_Industry_Top1001",1.72560079897696,1.98072817417739,0.0476217654206481,"5%",0.166666666666667,592,6
"Food.Code151:Is_Industry_Top1001",0.0267478942797627,0.059102937742586,0.952870118754156,"None",0.266666666666667,1620,24
"Food.Code152:Is_Industry_Top1001",NA,NA,NA,"None",0,207,0
"Food.Code153:Is_Industry_Top1001",NA,NA,NA,"None",0,8,0
"Food.Code154:Is_Industry_Top1001",NA,NA,NA,"None",0,139,0
"Food.Code155:Is_Industry_Top1001",NA,NA,NA,"None",0,3,0
"Food.Code156:Is_Industry_Top1001",NA,NA,NA,"None",0,3,0
"Food.Code157:Is_Industry_Top1001",NA,NA,NA,"None",0,8,0
"Food.Code158:Is_Industry_Top1001",NA,NA,NA,"None",0,164,0
"Food.Code159:Is_Industry_Top1001",NA,NA,NA,"None",0,26,0
"Food.Code160:Is_Industry_Top1001",14.714689202611,0.0274829692570224,0.97807452328133,"None",0.0555555555555556,278,1
"Food.Code161:Is_Industry_Top1001",NA,NA,NA,"None",0,13,0
"Food.Code162:Is_Industry_Top1001",NA,NA,NA,"None",0,2,0
"Food.Code163:Is_Industry_Top1001",0.999072677847204,1.57273746914737,0.115779620002993,"None",0.181818181818182,1474,10
"Food.Code164:Is_Industry_Top1001",NA,NA,NA,"None",0,32,0
"Food.Code165:Is_Industry_Top1001",NA,NA,NA,"None",0,27,0
"Food.Code167:Is_Industry_Top1001",NA,NA,NA,"None",0,27,0
"Food.Code168:Is_Industry_Top1001",13.635059364872,0.0254665171853847,0.979682855236115,"None",0.25,59,1
